file,type,priority,error,suggestion,context,action
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o9O,[Cần xem ảnh gốc],...ô. áooo9oOo0ô-.ôôn0oệ@ởøoọ 0 Wo9OoeoeseGeoeosGoaeoxseoeopOseopo...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s9e,[Cần xem ảnh gốc],"... đất:...........ð.7.2772772006s9enï, Giấy tờ nhân thân/pháp nhâ...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,L3e,[Cần xem ảnh gốc],"... cơ quan, đơn vị lập bản vẽ I L3eiiinnneneeennineinninneinninne...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,t0u,[Cần xem ảnh gốc],...ssssssss.099999meonessotdesteot0u.d0eoteGÔo2e9000b0ess0eG0$t060...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,d0e,[Cần xem ảnh gốc],...ssss.099999meonessotdesteot0u.d0eoteGÔo2e9000b0ess0eG0$t0600.ô9...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o2e,[Cần xem ảnh gốc],...999meonessotdesteot0u.d0eoteGÔo2e9000b0ess0eG0$t0600.ô96émnn000...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,b0e,[Cần xem ảnh gốc],...essotdesteot0u.d0eoteGÔo2e9000b0ess0eG0$t0600.ô96émnn000neèoNGở...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s0e,[Cần xem ảnh gốc],...tdesteot0u.d0eoteGÔo2e9000b0ess0eG0$t0600.ô96émnn000neèoNGởsePn...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô96é,[Cần xem ảnh gốc],...0eoteGÔo2e9000b0ess0eG0$t0600.ô96émnn000neèoNGởsePngôsepovpoepa0...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n000n,[Cần xem ảnh gốc],...Ôo2e9000b0ess0eG0$t0600.ô96émnn000neèoNGởsePngôsepovpoepa0songeCi...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a0s,[Cần xem ảnh gốc],...6émnn000neèoNGởsePngôsepovpoepa0songeCiseênedeseoteo20o0e0ose09...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o20o,[Cần xem ảnh gốc],...sepovpoepa0songeCiseênedeseoteo20o0e0ose09enaeoeooonnetaeoeoeGeo...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e0o,[Cần xem ảnh gốc],...poepa0songeCiseênedeseoteo20o0e0ose09enaeoeooonnetaeoeoeGeoeoeo...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e09e,[Cần xem ảnh gốc],...a0songeCiseênedeseoteo20o0e0ose09enaeoeooonnetaeoeoeGeoeoeooeoeo...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a0l,[Cần xem ảnh gốc],...oeoeooeoeooeoose..+0.....o0“.Aa0leA206đođôbe0699000000902029900...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,A206đ,[Cần xem ảnh gốc],...ooeoeooeoose..+0.....o0“.Aa0leA206đođôbe0699000000902029900990990...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s80Đ,[Cần xem ảnh gốc],...0206000090©408240000608©46®092s80Đ0Đ06“.2s049020øœ0n820/00009096...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ẹ8n,[Cần xem ảnh gốc],...0.2000980828609082029609989699ẹ8ne2eøs0PS9..9904098900999009990...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e2e,[Cần xem ảnh gốc],...000980828609082029609989699ẹ8ne2eøs0PS9..9904098900999009990990...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s0P,[Cần xem ảnh gốc],...80828609082029609989699ẹ8ne2eøs0PS9..99040989009990099909900990...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e90008929248808926095859098069063209980968990S,[Cần xem ảnh gốc],...990909999006099000920999908980e90008929248808926095859098069063209980968990S4898ae« IV. CÁC BỀN TIỀN HÀNH ...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e0s,[Cần xem ảnh gốc],... Luật Đất đại;.99....K.9904°0ne0seâa02.4.ĐsxsKoọựĐẠạẠã0?$âvoộđ9...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,S89ô,[Cần xem ảnh gốc],...ộđ9$90909489596099960999999999S89ô8804e40480060%2sÐ0.ô2$S3t&a6@2...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,S3t,[Cần xem ảnh gốc],...9999S89ô8804e40480060%2sÐ0.ô2$S3t&a6@2409â8948602990900608a828«...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,â8948602990900608a,[Cần xem ảnh gốc],...4e40480060%2sÐ0.ô2$S3t&a6@2409â8948602990900608a828«80498960en....Ó..o...........,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e0a,[Cần xem ảnh gốc],......Ó..o...........assoeovnaosne0aooooonoveoe?o0GSveve?t0soevsve...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o0G,[Cần xem ảnh gốc],......assoeovnaosne0aooooonoveoe?o0GSveve?t0soevsveosoeovetoe0teo0...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,t0s,[Cần xem ảnh gốc],...vnaosne0aooooonoveoe?o0GSveve?t0soevsveosoeovetoe0teo0o9owo0i09...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e0t,[Cần xem ảnh gốc],...oe?o0GSveve?t0soevsveosoeovetoe0teo0o9owo0i09aeS/vnoosOtoovov.n...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o0o,[Cần xem ảnh gốc],...0GSveve?t0soevsveosoeovetoe0teo0o9owo0i09aeS/vnoosOtoovov.naoGn...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o0i,[Cần xem ảnh gốc],...e?t0soevsveosoeovetoe0teo0o9owo0i09aeS/vnoosOtoovov.naoGngdsanp...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s9900560ù,[Cần xem ảnh gốc],... đấtU/gia hạn sử dụng đất 949ss9900560ùs0sxsewePnsobsdoveboossosoposn...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s0s,[Cần xem ảnh gốc],... hạn sử dụng đất 949ss9900560ùs0sxsewePnsobsdoveboossosoposnepa...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,A9o,[Cần xem ảnh gốc],...sobsdoveboossosoposnepapeogeooA9o0009009900000900000099908KÉlơ0...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ơ0020008098ô,[Cần xem ảnh gốc],...9o0009009900000900000099908KÉlơ0020008098ô20.060000400602009009000406940...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e4s,[Cần xem ảnh gốc],"...9000406940092800200890900099%9e4s8086"",               ""diem"": [...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o99b,[Cần xem ảnh gốc],...eoøssnooserpmesoeoeomeneopeoaoo99boe0oooooeoG2ooeo0o0aeG00606090...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e0o,[Cần xem ảnh gốc],...nooserpmesoeoeomeneopeoaoo99boe0oooooeoG2ooeo0o0aeG006060900002...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,G2o,[Cần xem ảnh gốc],...soeoeomeneopeoaoo99boe0oooooeoG2ooeo0o0aeG006060900002002020o09...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o0o,[Cần xem ảnh gốc],...omeneopeoaoo99boe0oooooeoG2ooeo0o0aeG006060900002002020o0909920...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,G006060900002002020o,[Cần xem ảnh gốc],...peoaoo99boe0oooooeoG2ooeo0o0aeG006060900002002020o090992090.00999992009090099940...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,b0e,[Cần xem ảnh gốc],...099940900800820098%029804094bòb0ek02920450090968689°0 ' Ghi rõ ...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,H1E,[Cần xem ảnh gốc],...t.................... LinnERˆNH1E111-00100150010010000000001001...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,u09029990809909996600099900090000902609999609998090060699092909029090099066068948e,[Cần xem ảnh gốc],...ực hiện 9.00999096096080890806u09029990809909996600099900090000902609999609998090060699092909029090099066068948e.7s 0ea8sÔ0b0e-essseonegeosaeo...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a8s,[Cần xem ảnh gốc],...92909029090099066068948e.7s 0ea8sÔ0b0e-essseonegeosaeosooeoeoeo...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,Ô0b,[Cần xem ảnh gốc],...09029090099066068948e.7s 0ea8sÔ0b0e-essseonegeosaeosooeoeoeonpo...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o0Ô,[Cần xem ảnh gốc],...aeosooeoeoeonpooossooôeooo/tbto0ÔG0.8ooG0800ÔneoPo?eoo2Ôe000200...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,G0800Ô,[Cần xem ảnh gốc],...oeonpooossooôeooo/tbto0ÔG0.8ooG0800ÔneoPo?eoo2Ôe000200909006000920...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o2Ô,[Cần xem ảnh gốc],...ooo/tbto0ÔG0.8ooG0800ÔneoPo?eoo2Ôe00020090900600092060020660se<...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e00020090900600092060020660s,[Cần xem ảnh gốc],.../tbto0ÔG0.8ooG0800ÔneoPo?eoo2Ôe00020090900600092060020660se<806 1...2... xác định giá đấ...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,m9S,[Cần xem ảnh gốc],...ve: que khai thác Chỉ phí —ÔÂ-m9S7ZT-°Ðm-TUVÖÉÊÉĂẤÂEÉÖÐEðY:““.....,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,u0u,[Cần xem ảnh gốc],...ờng:........................20u0u2.0nenennennn nen nen nan nE E...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,v2e,[Cần xem ảnh gốc],............................G... v2e2eeee 222222 2255252/55/ 5/55 ...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,p1Ả,[Cần xem ảnh gốc],....Gnnnnnnnnnn nh nnnnnEENNEhEEEp1ẢTẢE10-000301056000000900100900...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,E1E,[Cần xem ảnh gốc],........G HH nh HE nnÓnn1 0000--nE1E-1En0-nn0n1 1n: + Hạ tằng khôn...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n0n,[Cần xem ảnh gốc],...nh HE nnÓnn1 0000--nE1E-1En0-nn0n1 1n: + Hạ tằng không g1an::.....,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,g1a,[Cần xem ảnh gốc],...En0-nn0n1 1n: + Hạ tằng không g1an::..............................,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,Ả1N,[Cần xem ảnh gốc],...GnnH nnnnnnnnnnEEEE-ÖE- N1 ENEẢ1NN1116 1000010500 + Hạ tầng môi...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,E0N,[Cần xem ảnh gốc],...nennneneneeneeesenneneEeõEesEeE0NE8000100970290090000/007091920...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,u22e,[Cần xem ảnh gốc],...độ trồng: HN: Năm trồng: HN Luu22en2725) - Giá trị khai thác tín...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,Đ4k,[Cần xem ảnh gốc],"...hô, đoạn mz —. _i. ”Ð. w—JẨ” 2Đ4k....... I..ạ\\ọẠỤỤ - Tên đường...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e989ơ,[Cần xem ảnh gốc],... hữu tài sản. 1 10 2..09190989e989ơ%..e...e.se.o NH ị Điều 3. Quy...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,C2o,[Cần xem ảnh gốc],...oessoeoopasoobptoeosC.ss.eoPoýC2oboooOo0ÒOĐ60c00202606900696699...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o0Ò,[Cần xem ảnh gốc],...pasoobptoeosC.ss.eoPoýC2oboooOo0ÒOĐ60c00202606900696699.0620940...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,Đ60c,[Cần xem ảnh gốc],...obptoeosC.ss.eoPoýC2oboooOo0ÒOĐ60c00202606900696699.062094020600...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,Đ002o,[Cần xem ảnh gốc],...06900696699.0620940206009%9025Đ002o020a5808ó620008Ø09060a6298ô08Ø...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a5808ó,[Cần xem ảnh gốc],...699.0620940206009%9025Đ002o020a5808ó620008Ø09060a6298ô08Ø889đø9808...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a6298ô,[Cần xem ảnh gốc],"...9025Đ002o020a5808ó620008Ø09060a6298ô08Ø889đø98089ö5;"",            ...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,E0E,[Cần xem ảnh gốc],...........nnnnnnnnhnnnhEnEÖEEEnẢE0EENEEỂENEEẤENEEEnEnnnnn ng - Đị...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s2e,[Cần xem ảnh gốc],.................................s2eeenenennnnnn E096 00 6606 0000...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,c0o,[Cần xem ảnh gốc],...ỦY BAN NHÂN DÂN....a...Ú......c0o ọpn09900994909099060099090029...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s8S,[Cần xem ảnh gốc],...8089960904909608089Ø944000088As8SốePò99908099%84060809000008960...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,N1H,[Cần xem ảnh gốc],"..............Gnnnnn nen nn vn REN1HNEENE1n10 000110015. ˆ"",      ...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,E1n,[Cần xem ảnh gốc],".......Gnnnnn nen nn vn REN1HNEENE1n10 000110015. ˆ"",             ...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o0o,[Cần xem ảnh gốc],...9.9 7 0 8 6 pekEnssanpetotsooeo0oe09oPe0a0a00V080260e0900690800...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e09o,[Cần xem ảnh gốc],... 7 0 8 6 pekEnssanpetotsooeo0oe09oPe0a0a00V080260e09006908000090...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e0a,[Cần xem ảnh gốc],...8 6 pekEnssanpetotsooeo0oe09oPe0a0a00V080260e090069080000900002...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a00V,[Cần xem ảnh gốc],...pekEnssanpetotsooeo0oe09oPe0a0a00V080260e0900690800009000022099ô...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e0900690800009000022099ô,[Cần xem ảnh gốc],...etotsooeo0oe09oPe0a0a00V080260e0900690800009000022099ô6090989ô69òbôXó2426064đs6o8s82...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô69ò,[Cần xem ảnh gốc],...0900690800009000022099ô6090989ô69òbôXó2426064đs6o8s82838309$282S...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ó2426064đ,[Cần xem ảnh gốc],...800009000022099ô6090989ô69òbôXó2426064đs6o8s82838309$282S8$.60 b) Thô...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s6o,[Cần xem ảnh gốc],...022099ô6090989ô69òbôXó2426064đs6o8s82838309$282S8$.60 b) Thông ...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n2e,[Cần xem ảnh gốc],...sử hi đất để thực hiện dự án. n2eeese7:93 d) Thông tin về đăng ...,
151-ndcp.signed_datdai_processed.json,Ký tự lạ,THẤP,©,[Xóa hoặc thay thế],"...do - Hạnh phúc Lưới ©»..., Hgày... tháng...",
151-ndcp.signed_datdai_processed.json,Ký tự lạ,THẤP,⁄,[Xóa hoặc thay thế],...uân nhất hành xuất 6⁄2 (⁄©) 5 öäã 0). l”...,
151-ndcp.signed_datdai_processed.json,Ký tự lạ,THẤP,§,[Xóa hoặc thay thế],...tài chính (:ếu có). §....... chỉnh lý hồ...,
151-ndcp.signed_datdai_processed.json,Ký tự lạ,THẤP,»,[Xóa hoặc thay thế],... điểm b Khoản: % “ở » Điều 219 Luật Đất ...,
151-ndcp.signed_datdai_processed.json,Ký tự lạ,THẤP,›,[Xóa hoặc thay thế],...ưtiền thuê đất theo › quy định của pháp ...,
151-ndcp.signed_datdai_processed.json,Ký tự lạ,THẤP,‹,[Xóa hoặc thay thế],"...t tính tiền sử dụng ‹ đất, tiền thuê đất...",
151-ndcp.signed_datdai_processed.json,Ký tự lạ,THẤP,«,[Xóa hoặc thay thế],...ÔoO000002968029v.vue«snvwesesusaeansease...,
151-ndcp.signed_datdai_processed.json,Ký tự lạ,THẤP,¿,[Xóa hoặc thay thế],"... Đất đai, sơ đồ nhà ¿ ở, công trình xây ...",
151-ndcp.signed_datdai_processed.json,Ký tự lạ,THẤP,®,[Xóa hoặc thay thế],... S80ẠIP 08050 9G@O G®9o BGÓP G090 ctcứOo...,
VanBanGoc_142-2025-nd-cp-kem1-trang-1_processed.json,Ký tự lạ,THẤP,©,[Xóa hoặc thay thế],...hồ sơ không hợp lệ; ©) Trong thời hạn 20...,
VanBanGoc_142-2025-nd-cp-kem1-trang-1_processed.json,Có thể sai chính tả,TRUNG BÌNH,điêm,điểm,...mô dự kiên tại thời điêm đê nghị thành lập t...,
VanBanGoc_142-2025-nd-cp-kem1-trang-3__processed.json,Ký tự lạ,THẤP,©,[Xóa hoặc thay thế],...theo Nghị định này; ©) Bản sao quyết địn...,
VanBanGoc_142-2025-nd-cp_processed.json,Ký tự lạ,THẤP,®,[Xóa hoặc thay thế],"...định của pháp luật; ®) Chỉ đạo, hướng dẫ...",
